Unnamed: 0,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
454355,Q170572,Alec_Baldwin,Male,America,Northern America,Culture,Culture-core,actor,17319854,891.5,41
38189,Q106775,Richard_Harris,Male,Europe,Western Europe,Culture,Culture-core,actor,10874807,1343.5,54
1673002,Q55245,Laurence_Olivier,Male,Europe,Western Europe,Culture,Culture-core,actor,6079379,493.0,75
1229903,Q36268,Brigitte_Bardot,Female,Europe,Western Europe,Culture,Culture-core,actor,10449316,364.0,53
2223635,Q81819,Monica_Bellucci,Female,Europe,Southern Europe,Culture,Culture-core,actor,21514846,1117.5,43
1072334,Q308722,James_Gandolfini,Male,America,Northern America,Culture,Culture-core,actor,7106494,1381.0,36
2213457,Q80405,Julianne_Moore,Female,America,Northern America,Culture,Culture-core,actor,14429252,542.0,43
468272,Q172678,Samuel_L._Jackson,Male,America,Northern America,Culture,Culture-core,actor,19855032,518.0,50
1312730,Q400,Jenna_Jameson,Female,America,Northern America,Culture,Culture-core,film,11950239,1008.0,41
1336999,Q42229,Mel_Gibson,Male,America,Northern America,Culture,Culture-core,film,25170756,571.5,42
2291069,Q9960,Ronald_Reagan,Male,America,Northern America,Culture,Culture-core,actor,37631824,20.0,81
463681,Q171736,Robert_Duvall,Male,America,Northern America,Culture,Culture-core,actor,8449765,849.0,46
1320204,Q40715,Jennifer_Lopez,Female,America,Northern America,Culture,Culture-core,actor,20264552,139.0,61
1318386,Q40475,Joan_Crawford,Female,America,Northern America,Culture,Culture-core,actor,10517725,395.0,63
374811,Q16296,Patrick_Stewart,Male,Europe,Western Europe,Culture,Culture-core,actor,13005697,702.5,56
34728,Q105660,Holly_Hunter,Female,America,Northern America,Culture,Culture-core,actor,6546388,1608.0,37
736093,Q219124,Guillermo_del_Toro,Male,America,Central America,Culture,Culture-core,film,13963740,823.0,58
43745,Q108366,Gregory_Peck,Male,America,Northern America,Culture,Culture-core,actor,8849409,743.0,54
338775,Q161819,Julie_Andrews,Female,Europe,Western Europe,Culture,Culture-core,actor,13541508,563.0,50
97193,Q122020,Hilary_Duff,Female,America,Northern America,Culture,Culture-core,actor,13079689,361.0,55
2079587,Q73089,Gene_Kelly,Male,America,Northern America,Culture,Culture-core,actor,5559098,1080.5,58
763283,Q228733,Lea_Michele,Female,America,Northern America,Culture,Culture-core,actor,8223551,1465.5,40
91271,Q11998,Kylie_Minogue,Female,Oceania,Oceania Western World,Culture,Culture-core,actor,12752900,213.5,58
1356853,Q43416,Keanu_Reeves,Male,America,Northern America,Culture,Culture-core,actor,45462896,671.0,50
35129,Q105825,William_Hurt,Male,America,Northern America,Culture,Culture-core,actor,5384056,1772.0,43
384729,Q16473,Steve_Martin,Male,America,Northern America,Culture,Culture-core,actor,9002219,1102.0,52
446885,Q1698,Serge_Gainsbourg,Male,Europe,Western Europe,Culture,Culture-core,actor,6238226,987.0,61
764876,Q229313,Jessica_Chastain,Female,America,Northern America,Culture,Culture-core,actor,17525672,1325.0,35
1320852,Q40791,Sandra_Bullock,Female,America,Northern America,Culture,Culture-core,actor,27362900,583.5,41
578448,Q191719,Zooey_Deschanel,Female,America,Northern America,Culture,Culture-core,actor,16078918,1312.0,40
578276,Q19155,Henry_Fonda,Male,America,Northern America,Culture,Culture-core,actor,7155609,658.0,59
453084,Q170428,Helena_Bonham_Carter,Female,Europe,Western Europe,Culture,Culture-core,actor,17997792,887.0,42
43348,Q108283,Alan_Arkin,Male,America,Northern America,Culture,Culture-core,film,4128204,1743.0,46
144176,Q133730,Lars_von_Trier,Male,Europe,Northern Europe,Culture,Culture-core,film,6360571,803.5,64
1675952,Q55294,Kenneth_Branagh,Male,Europe,Western Europe,Culture,Culture-core,actor,10920872,1624.0,40
1052293,Q303,Elvis_Presley,Male,America,Northern America,Culture,Culture-core,actor,46304640,10.0,97
2273557,Q9557,Aamir_Khan,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,actor,15587824,1406.0,34
587599,Q193517,Emily_Blunt,Female,Europe,Western Europe,Culture,Culture-core,actor,26289728,1707.0,31
570331,Q189422,Jean_Dujardin,Male,Europe,Western Europe,Culture,Culture-core,actor,4925938,1644.0,41
1318493,Q40531,John_Wayne,Male,America,Northern America,Culture,Culture-core,actor,16600369,287.0,55
567032,Q188955,Matthew_McConaughey,Male,America,Northern America,Culture,Culture-core,actor,26058592,881.0,45
30087,Q104791,Ed_Harris,Male,America,Northern America,Culture,Culture-core,actor,8580280,1647.5,39
580179,Q192668,Nick_Cave,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,5848745,1444.0,52
1323904,Q41142,Jane_Fonda,Female,America,Northern America,Culture,Culture-core,actor,18300528,296.0,67
1205929,Q35332,Brad_Pitt,Male,America,Northern America,Culture,Culture-core,actor,43640892,126.0,58
666754,Q2071,David_Lynch,Male,America,Northern America,Culture,Culture-core,film,11983397,374.0,63
2230340,Q83359,James_Dean,Male,America,Northern America,Culture,Culture-core,actor,16344816,466.0,58
37847,Q106685,Andrzej_Wajda,Male,Europe,Eastern Europe,Culture,Culture-core,film,2520889,1607.0,60
1558440,Q51575,John_Huston,Male,America,Northern America,Culture,Culture-core,actor,2872786,1356.0,59
2230530,Q83410,Cary_Grant,Male,Europe,Western Europe,Culture,Culture-core,actor,11547543,467.0,57
1557979,Q51525,Miloš_Forman,Male,America,Northern America,Culture,Culture-core,film,3229302,1520.0,51
1232,Q100937,Fred_Astaire,Male,America,Northern America,Culture,Culture-core,actor,6224676,626.5,67
548265,Q186327,Marilyn_Manson,Male,America,Northern America,Culture,Culture-core,actor,22143864,618.5,50
382693,Q164119,Mark_Wahlberg,Male,America,Northern America,Culture,Culture-core,actor,31081668,1047.0,39
1465922,Q485310,Neil_Patrick_Harris,Male,America,Northern America,Culture,Culture-core,actor,14239464,1022.5,43
1345753,Q42745,Rita_Hayworth,Female,America,Northern America,Culture,Culture-core,actor,8030331,506.0,59
534098,Q183532,Anne_Bancroft,Female,America,Northern America,Culture,Culture-core,actor,4692210,1175.0,49
1519866,Q503706,Chris_Pratt,Male,America,Northern America,Culture,Culture-core,actor,30195096,1117.5,40
2271697,Q95026,Shirley_MacLaine,Female,America,Northern America,Culture,Culture-core,actor,7436093,857.0,50
1453186,Q47899,Paris_Hilton,Female,America,Northern America,Culture,Culture-core,actor,16088814,431.0,50
2271625,Q95002,William_Holden,Male,America,Northern America,Culture,Culture-core,actor,4526909,1779.0,45
1465162,Q484615,Ethan_Hawke,Male,America,Northern America,Culture,Culture-core,actor,12114656,748.0,45
637552,Q200194,Victoria_Justice,Female,America,Northern America,Culture,Culture-core,actor,9339207,1489.5,43
1314149,Q40096,Will_Smith,Male,America,Northern America,Culture,Culture-core,actor,41485096,333.0,52
454374,Q170574,Helen_Hunt,Female,America,Northern America,Culture,Culture-core,actor,7971839,1738.5,36
789214,Q235870,Chloë_Sevigny,Female,America,Northern America,Culture,Culture-core,actor,7881479,1754.0,43
1370194,Q44380,Cameron_Diaz,Female,America,Northern America,Culture,Culture-core,actor,24466282,737.0,47
2039888,Q71275,Spencer_Tracy,Male,America,Northern America,Culture,Culture-core,actor,4841263,786.0,54
1445818,Q47664,Catherine_Zeta-Jones,Female,Europe,Western Europe,Culture,Culture-core,actor,17340570,501.0,51
493807,Q175104,Jennifer_Love_Hewitt,Female,America,Northern America,Culture,Culture-core,actor,14452581,1367.0,41
1607523,Q53001,Jean-Luc_Godard,Male,Europe,Western Europe,Culture,Culture-core,film,4589739,731.0,69
487142,Q174311,Christopher_Reeve,Male,America,Northern America,Culture,Culture-core,actor,12668634,1216.0,45
2150247,Q76478,Kirsten_Dunst,Female,America,Northern America,Culture,Culture-core,actor,18727820,907.0,37
1368662,Q44221,Sean_Penn,Male,America,Northern America,Culture,Culture-core,actor,17771638,448.0,52
212353,Q150651,George_Carlin,Male,America,Northern America,Culture,Culture-core,actor,6798350,1588.0,36
401491,Q166272,Geoffrey_Rush,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,7712786,1123.0,41
2236541,Q867813,Claire_Danes,Female,America,Northern America,Culture,Culture-core,actor,11802065,1551.0,35
2156782,Q76895,Lee_Marvin,Male,America,Northern America,Culture,Culture-core,actor,4103431,1774.0,46
2230258,Q83325,Pamela_Anderson,Female,America,Northern America,Culture,Culture-core,actor,15883323,862.0,47
806628,Q23891,Andrew_Garfield,Male,America,Northern America,Culture,Culture-core,actor,15816850,1634.0,31
2271875,Q95089,Ginger_Rogers,Female,America,Northern America,Culture,Culture-core,actor,3387453,1763.0,49
1391016,Q4612,Marlene_Dietrich,Female,Europe,Western Europe,Culture,Culture-core,actor,8661559,217.0,73
506059,Q178552,Mickey_Rourke,Male,America,Northern America,Culture,Culture-core,actor,9657883,1326.0,36
1558164,Q51545,Luis_Buñuel,Male,Europe,Southern Europe,Culture,Culture-core,film,3324707,902.0,75
504783,Q177984,Peter_Sellers,Male,Europe,Western Europe,Culture,Culture-core,actor,5867704,856.0,52
1309463,Q39666,Penélope_Cruz,Female,Europe,Southern Europe,Culture,Culture-core,actor,18596932,464.0,47
710495,Q212886,Stephen_Colbert,Male,America,Northern America,Culture,Culture-core,actor,7650616,1116.0,47
1008691,Q29055,Sacha_Baron_Cohen,Male,Europe,Western Europe,Culture,Culture-core,actor,16628463,1542.0,33
492238,Q174908,Michael_Moore,Male,America,Northern America,Culture,Culture-core,film,6110198,1146.0,53
586951,Q193300,Osamu_Tezuka,Male,Asia,Eastern Asia,Culture,Culture-core,film,3754362,1457.5,48
849506,Q25014,John_Cleese,Male,Europe,Western Europe,Culture,Culture-core,actor,6872795,933.0,52
147386,Q134333,Roger_Moore,Male,Europe,Western Europe,Culture,Culture-core,actor,14810041,604.0,56
2242472,Q8873,Satyajit_Ray,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,film,2625010,912.0,67
786602,Q23517,Ricky_Gervais,Male,Europe,Western Europe,Culture,Culture-core,actor,6140878,1731.0,42
36925,Q106481,Alan_Rickman,Male,Europe,Western Europe,Culture,Culture-core,actor,31206666,576.0,53
2181414,Q78469,Romy_Schneider,Female,Europe,Western Europe,Culture,Culture-core,actor,9926863,1055.0,49
634763,Q199884,Anna_Paquin,Female,America,Northern America,Culture,Culture-core,actor,8090071,1486.0,37
2240770,Q882,Charlie_Chaplin,Male,Europe,Western Europe,Culture,Culture-core,film,30305712,23.0,92
26415,Q104049,Sidney_Poitier,Male,America,Northern America,Culture,Culture-core,actor,6412318,1014.0,45
1465480,Q484881,Peter_Falk,Male,America,Northern America,Culture,Culture-core,actor,7580723,1203.0,50
508411,Q179497,Oliver_Stone,Male,America,Northern America,Culture,Culture-core,film,6602812,909.0,49
141151,Q133050,Susan_Sarandon,Female,America,Northern America,Culture,Culture-core,actor,12494036,515.0,56
17745,Q103343,Jennifer_Connelly,Female,America,Northern America,Culture,Culture-core,actor,14879659,1152.0,38
145735,Q134077,Rachel_Weisz,Female,Europe,Western Europe,Culture,Culture-core,actor,19194320,874.5,42
1366637,Q44077,Jessica_Alba,Female,America,Northern America,Culture,Culture-core,actor,19498214,1009.0,40
651380,Q203960,James_Earl_Jones,Male,America,Northern America,Culture,Culture-core,actor,9632489,1718.5,36
570233,Q189400,Brooke_Shields,Female,America,Northern America,Culture,Culture-core,actor,11045817,1472.5,48
71633,Q11637,Judy_Garland,Female,America,Northern America,Culture,Culture-core,actor,16683441,249.0,58
1392792,Q4636,Barbra_Streisand,Female,America,Northern America,Culture,Culture-core,actor,15089431,210.0,67
1376653,Q44903,Lindsay_Lohan,Female,America,Northern America,Culture,Culture-core,actor,18285636,649.5,42
764807,Q229276,Maureen_O'Hara,Female,Europe,Western Europe,Culture,Culture-core,film,5020076,1594.0,44
466296,Q172035,Colin_Farrell,Male,Europe,Western Europe,Culture,Culture-core,actor,15169633,1384.0,39
2230866,Q83492,Gary_Oldman,Male,Europe,Western Europe,Culture,Culture-core,actor,21630746,406.0,46
576442,Q190998,Anjelica_Huston,Female,America,Northern America,Culture,Culture-core,actor,6104154,1696.0,41
2136104,Q7542,Prince_(musician),Male,America,Northern America,Culture,Culture-core,actor,46583648,117.0,68
2264205,Q93187,Hilary_Swank,Female,America,Northern America,Culture,Culture-core,actor,8798783,1110.0,41
571094,Q189554,Katherine_Heigl,Female,America,Northern America,Culture,Culture-core,actor,15479062,1762.0,35
419717,Q167520,Jon_Voight,Male,America,Northern America,Culture,Culture-core,actor,11843910,1088.0,41
643127,Q201279,Woody_Harrelson,Male,America,Northern America,Culture,Culture-core,actor,14846049,1319.0,42
648555,Q202765,Kate_Winslet,Female,Europe,Western Europe,Culture,Culture-core,actor,25842132,321.0,48
460840,Q171363,Viggo_Mortensen,Male,America,Northern America,Culture,Culture-core,actor,13629150,1294.0,38
21407,Q103646,Ron_Howard,Male,America,Northern America,Culture,Culture-core,actor,13101459,1437.0,42
24232,Q103876,Peter_O'Toole,Male,Europe,Western Europe,Culture,Culture-core,actor,5843467,735.0,53
588437,Q193628,Sofia_Coppola,Female,America,Northern America,Culture,Culture-core,actor,7336750,1341.0,45
540351,Q185051,Christopher_Walken,Male,America,Northern America,Culture,Culture-core,actor,11515307,1040.0,43
1463725,Q48337,Morgan_Freeman,Male,America,Northern America,Culture,Culture-core,film,25726132,476.0,48
